"year","month","day","weight","flag","station","co2"
1973,04,28,4,0,MLO,332.10
1973,05,05,7,0,MLO,332.20
1973,05,12,7,0,MLO,332.30
1973,05,19,7,0,MLO,332.60
1973,05,26,6,0,MLO,332.50
1973,06,02,6,0,MLO,332.20
1973,06,09,7,0,MLO,332.50
1973,06,16,7,0,MLO,332.00
1973,06,23,7,0,MLO,331.60
1973,06,30,4,0,MLO,331.40
1973,07,07,6,0,MLO,331.50
1973,07,14,5,0,MLO,331.00
1973,07,21,5,0,MLO,330.00
1973,07,28,3,0,MLO,330.10
1973,08,04,4,0,MLO,330.00
1973,08,11,5,0,MLO,329.50
1973,08,18,4,0,MLO,329.30
1973,08,25,6,0,MLO,328.50
1973,09,01,5,0,MLO,328.40
1973,09,08,5,0,MLO,327.60
1973,09,15,5,0,MLO,327.80
1973,09,22,5,0,MLO,327.10
1973,09,29,2,0,MLO,326.60
1973,10,06,7,0,MLO,327.00
1973,10,13,4,0,MLO,327.40
1973,10,20,7,0,MLO,327.40
1973,10,27,6,0,MLO,327.10
1973,11,03,4,0,MLO,327.50
1973,11,10,5,0,MLO,328.00
1973,11,17,6,0,MLO,328.20
1973,11,24,5,0,MLO,328.50
1973,12,01,6,0,MLO,329.00
1973,12,08,2,0,MLO,328.70
1973,12,15,7,0,MLO,328.60
1973,12,22,7,0,MLO,328.20
1973,12,29,5,0,MLO,328.70
1974,01,05,7,0,MLO,328.90
1974,01,12,7,0,MLO,329.20
1974,01,19,6,0,MLO,329.40
1974,01,26,6,0,MLO,329.80
1974,02,02,7,0,MLO,330.50
1974,02,09,7,0,MLO,330.80
1974,02,16,7,0,MLO,330.60
1974,02,23,7,0,MLO,330.60
1974,03,02,7,0,MLO,330.70
1974,03,09,6,0,MLO,331.20
1974,03,16,7,0,MLO,332.10
1974,03,23,7,0,MLO,332.00
1974,03,30,7,0,MLO,331.50
1974,04,06,7,0,MLO,332.40
1974,04,13,7,0,MLO,332.10
1974,04,20,7,0,MLO,332.90
1974,04,27,7,0,MLO,333.10
1974,05,04,7,0,MLO,332.90
1974,05,11,7,0,MLO,333.00
1974,05,18,7,0,MLO,333.20
1974,05,25,7,0,MLO,332.80
1974,06,01,7,0,MLO,332.90
1974,06,08,6,0,MLO,332.00
1974,06,15,5,0,MLO,332.00
1974,06,22,6,0,MLO,332.20
1974,06,29,5,0,MLO,331.70
1974,07,06,6,0,MLO,331.70
1974,07,13,7,0,MLO,331.20
1974,07,20,5,0,MLO,330.40
1974,07,27,3,0,MLO,331.00
1974,08,03,6,0,MLO,330.00
1974,08,10,5,0,MLO,329.90
1974,08,17,6,0,MLO,329.20
1974,08,24,6,0,MLO,328.90
1974,08,31,7,0,MLO,328.10
1974,09,07,7,0,MLO,328.00
1974,09,14,7,0,MLO,327.30
1974,09,21,7,0,MLO,326.90
1974,09,28,7,0,MLO,327.30
1974,10,05,6,0,MLO,327.30
1974,10,12,6,0,MLO,327.00
1974,10,19,7,0,MLO,327.50
1974,10,26,7,0,MLO,327.70
1974,11,02,7,0,MLO,327.90
1974,11,09,7,0,MLO,328.00
1974,11,16,6,0,MLO,328.80
1974,11,23,6,0,MLO,328.60
1974,11,30,3,0,MLO,328.70
1974,12,07,2,0,MLO,329.50
1974,12,14,4,0,MLO,329.70
1974,12,21,7,0,MLO,329.80
1974,12,28,7,0,MLO,329.70
1975,01,04,4,0,MLO,329.90
1975,01,11,4,0,MLO,329.80
1975,01,18,4,0,MLO,330.20
1975,01,25,7,0,MLO,331.10
1975,02,01,6,0,MLO,331.10
1975,02,08,7,0,MLO,331.40
1975,02,15,7,0,MLO,331.00
1975,02,22,5,0,MLO,331.70
1975,03,01,7,0,MLO,331.80
1975,03,08,7,0,MLO,331.60
1975,03,15,7,0,MLO,331.90
1975,03,22,7,0,MLO,332.20
1975,03,29,6,0,MLO,332.50
1975,04,05,7,0,MLO,333.00
1975,04,12,6,0,MLO,333.50
1975,04,19,7,0,MLO,333.50
1975,04,26,7,0,MLO,333.10
1975,05,03,7,0,MLO,333.90
1975,05,10,7,0,MLO,333.90
1975,05,17,7,0,MLO,333.70
1975,05,24,7,0,MLO,333.70
1975,05,31,7,0,MLO,334.10
1975,06,07,7,0,MLO,333.80
1975,06,14,6,0,MLO,333.30
1975,06,21,7,0,MLO,333.40
1975,06,28,7,0,MLO,333.10
1975,07,05,5,0,MLO,332.70
1975,07,12,7,0,MLO,332.00
1975,07,19,5,0,MLO,331.00
1975,07,26,6,0,MLO,331.50
1975,08,02,7,0,MLO,330.80
1975,08,09,7,0,MLO,330.70
1975,08,16,5,0,MLO,330.30
1975,08,23,6,0,MLO,329.30
1975,08,30,6,0,MLO,328.80
1975,09,06,6,0,MLO,329.40
1975,09,13,6,0,MLO,328.50
1975,09,20,7,0,MLO,328.00
1975,09,27,6,0,MLO,328.20
1975,10,04,6,0,MLO,328.00
1975,10,11,5,0,MLO,328.00
1975,10,18,6,0,MLO,328.50
1975,10,25,6,0,MLO,328.80
1975,11,01,4,0,MLO,329.30
1975,11,08,6,0,MLO,329.20
1975,11,15,5,0,MLO,329.10
1975,11,22,3,0,MLO,329.50
1975,11,29,5,0,MLO,330.10
1975,12,06,7,0,MLO,330.30
1975,12,13,7,0,MLO,330.50
1975,12,20,5,0,MLO,331.10
1975,12,27,5,0,MLO,331.20
1976,01,03,7,0,MLO,331.50
1976,01,10,7,0,MLO,331.50
1976,01,17,7,0,MLO,331.70
1976,01,24,7,0,MLO,331.80
1976,01,31,5,0,MLO,332.20
1976,02,07,6,0,MLO,332.10
1976,02,14,7,0,MLO,332.50
1976,02,21,6,0,MLO,333.20
1976,02,28,5,0,MLO,332.40
1976,03,06,7,0,MLO,332.80
1976,03,13,7,0,MLO,333.60
1976,03,20,3,0,MLO,333.10
1976,03,27,7,0,MLO,334.30
1976,04,03,7,0,MLO,334.70
1976,04,10,6,0,MLO,334.20
1976,04,17,6,0,MLO,334.40
1976,04,24,6,0,MLO,334.50
1976,05,01,6,0,MLO,334.70
1976,05,08,5,0,MLO,334.30
1976,05,15,7,0,MLO,334.60
1976,05,22,6,0,MLO,335.40
1976,05,29,7,0,MLO,334.80
1976,06,05,7,0,MLO,334.30
1976,06,12,7,0,MLO,334.60
1976,06,19,6,0,MLO,334.30
1976,07,03,6,0,MLO,333.60
1976,07,10,6,0,MLO,333.40
1976,07,17,4,0,MLO,332.80
1976,07,24,7,0,MLO,332.40
1976,07,31,6,0,MLO,332.10
1976,08,07,6,0,MLO,331.70
1976,08,14,6,0,MLO,330.60
1976,08,21,5,0,MLO,330.60
1976,08,28,1,0,MLO,330.00
1976,09,04,5,0,MLO,329.70
1976,09,11,4,0,MLO,330.00
1976,09,18,7,0,MLO,329.30
1976,09,25,5,0,MLO,328.40
1976,10,02,4,0,MLO,328.80
1976,10,09,4,0,MLO,329.00
1976,10,16,3,0,MLO,329.60
1976,10,23,6,0,MLO,329.10
1976,10,30,7,0,MLO,329.00
1976,11,06,5,0,MLO,329.80
1976,11,13,5,0,MLO,330.40
1976,11,20,7,0,MLO,330.50
1976,11,27,7,0,MLO,330.70
1976,12,04,7,0,MLO,331.10
1976,12,11,6,0,MLO,331.30
1976,12,18,6,0,MLO,331.90
1976,12,25,7,0,MLO,332.20
1977,01,01,7,0,MLO,332.50
1977,01,08,7,0,MLO,332.40
1977,01,15,5,0,MLO,333.10
1977,01,22,7,0,MLO,333.20
1977,01,29,5,0,MLO,333.20
1977,02,05,5,0,MLO,333.40
1977,02,12,6,0,MLO,333.30
1977,02,19,7,0,MLO,333.40
1977,02,26,7,0,MLO,333.60
1977,03,05,6,0,MLO,334.10
1977,03,12,7,0,MLO,334.60
1977,03,19,7,0,MLO,335.10
1977,03,26,7,0,MLO,335.00
1977,04,02,7,0,MLO,335.50
1977,04,09,7,0,MLO,335.90
1977,04,16,7,0,MLO,336.00
1977,04,23,7,0,MLO,336.10
1977,04,30,7,0,MLO,336.70
1977,05,07,7,0,MLO,336.80
1977,05,14,7,0,MLO,336.40
1977,05,21,7,0,MLO,336.80
1977,05,28,7,0,MLO,336.70
1977,06,04,7,0,MLO,336.40
1977,06,11,6,0,MLO,336.30
1977,06,18,7,0,MLO,336.10
1977,06,25,7,0,MLO,336.00
1977,07,02,6,0,MLO,335.50
1977,07,09,6,0,MLO,335.10
1977,07,16,4,0,MLO,335.10
1977,07,23,5,0,MLO,334.60
1977,07,30,3,0,MLO,333.70
1977,08,06,7,0,MLO,333.00
1977,08,13,2,0,MLO,332.90
1977,08,20,1,0,MLO,332.80
1977,08,27,2,0,MLO,332.80
1977,09,03,3,0,MLO,332.10
1977,09,10,1,0,MLO,331.20
1977,09,17,2,0,MLO,332.10
1977,09,24,2,0,MLO,330.90
1977,10,01,3,0,MLO,330.40
1977,10,08,5,0,MLO,330.90
1977,10,15,4,0,MLO,331.50
1977,10,22,1,0,MLO,331.50
1977,10,29,2,0,MLO,331.70
1977,11,05,4,0,MLO,332.10
1977,11,12,2,0,MLO,332.00
1977,11,19,2,0,MLO,332.50
1977,11,26,5,0,MLO,332.80
1977,12,03,6,0,MLO,333.20
1977,12,10,6,0,MLO,333.50
1977,12,17,7,0,MLO,333.80
1977,12,24,6,0,MLO,334.20
1977,12,31,7,0,MLO,334.60
1978,01,07,7,0,MLO,334.20
1978,01,14,7,0,MLO,334.60
1978,01,21,7,0,MLO,335.40
1978,01,28,5,0,MLO,335.90
1978,02,04,7,0,MLO,335.00
1978,02,11,6,0,MLO,335.10
1978,02,18,7,0,MLO,335.60
1978,02,25,7,0,MLO,335.70
1978,03,04,7,0,MLO,336.20
1978,03,11,7,0,MLO,336.10
1978,03,18,5,0,MLO,336.80
1978,03,25,7,0,MLO,337.30
1978,04,01,4,0,MLO,337.00
1978,04,08,6,0,MLO,337.90
1978,04,15,6,0,MLO,337.90
1978,04,22,5,0,MLO,337.40
1978,04,29,7,0,MLO,338.00
1978,05,06,6,0,MLO,338.00
1978,05,13,7,0,MLO,338.10
1978,05,20,7,0,MLO,337.80
1978,05,27,7,0,MLO,337.90
1978,06,03,1,0,MLO,338.40
1978,06,10,2,0,MLO,338.20
1978,06,17,4,0,MLO,337.80
1978,06,24,5,0,MLO,337.30
1978,07,01,2,0,MLO,337.60
1978,07,08,6,0,MLO,336.70
1978,07,15,7,0,MLO,336.70
1978,07,22,7,0,MLO,335.90
1978,07,29,6,0,MLO,335.60
1978,08,05,7,0,MLO,335.10
1978,08,12,7,0,MLO,334.80
1978,08,19,2,0,MLO,334.40
1978,08,26,4,0,MLO,334.30
1978,09,02,4,0,MLO,333.80
1978,09,09,4,0,MLO,332.80
1978,09,16,5,0,MLO,332.10
1978,09,23,3,0,MLO,332.30
1978,09,30,6,0,MLO,332.70
1978,10,07,5,0,MLO,332.10
1978,10,14,4,0,MLO,332.40
1978,10,21,4,0,MLO,333.00
1978,10,28,3,0,MLO,333.10
1978,11,04,6,0,MLO,333.50
1978,11,11,5,0,MLO,333.80
1978,11,18,4,0,MLO,333.80
1978,11,25,5,0,MLO,334.20
1978,12,02,2,0,MLO,334.50
1978,12,09,6,0,MLO,334.80
1978,12,16,6,0,MLO,335.10
1978,12,23,6,0,MLO,335.10
1978,12,30,7,0,MLO,335.30
1979,01,06,7,0,MLO,335.30
1979,01,13,6,0,MLO,335.90
1979,01,20,7,0,MLO,336.80
1979,01,27,5,0,MLO,336.90
1979,02,03,6,0,MLO,336.90
1979,02,10,5,0,MLO,336.50
1979,02,17,7,0,MLO,336.70
1979,02,24,7,0,MLO,336.70
1979,03,03,6,0,MLO,337.10
1979,03,10,5,0,MLO,337.70
1979,03,17,4,0,MLO,337.40
1979,03,24,5,0,MLO,339.00
1979,03,31,7,0,MLO,338.80
1979,04,07,4,0,MLO,338.10
1979,04,14,7,0,MLO,338.60
1979,04,21,7,0,MLO,339.20
1979,04,28,6,0,MLO,339.60
1979,05,05,7,0,MLO,339.30
1979,05,12,5,0,MLO,338.80
1979,05,19,5,0,MLO,339.80
1979,05,26,7,0,MLO,339.60
1979,06,02,4,0,MLO,339.90
1979,06,09,6,0,MLO,339.50
1979,06,16,5,0,MLO,338.90
1979,06,23,5,0,MLO,338.90
1979,06,30,2,0,MLO,339.00
1979,07,07,4,0,MLO,338.20
1979,07,14,6,0,MLO,337.80
1979,07,21,6,0,MLO,337.30
1979,07,28,5,0,MLO,336.80
1979,08,04,5,0,MLO,337.00
1979,08,11,7,0,MLO,336.50
1979,08,18,6,0,MLO,336.10
1979,08,25,5,0,MLO,334.50
1979,09,01,7,0,MLO,334.40
1979,09,08,3,0,MLO,334.00
1979,09,15,4,0,MLO,334.20
1979,09,22,5,0,MLO,333.20
1979,09,29,5,0,MLO,334.10
1979,10,06,4,0,MLO,334.10
1979,10,13,6,0,MLO,333.90
1979,10,20,7,0,MLO,333.70
1979,10,27,5,0,MLO,334.10
1979,11,03,6,0,MLO,334.70
1979,11,10,6,0,MLO,334.80
1979,11,17,6,0,MLO,335.50
1979,11,24,5,0,MLO,335.60
1979,12,01,6,0,MLO,335.90
1979,12,08,4,0,MLO,336.50
1979,12,15,6,0,MLO,336.70
1979,12,22,6,0,MLO,336.80
1979,12,29,7,0,MLO,337.40
1980,01,05,7,0,MLO,337.60
1980,01,12,6,0,MLO,337.40
1980,01,19,7,0,MLO,338.30
1980,01,26,7,0,MLO,338.40
1980,02,02,6,0,MLO,338.00
1980,02,09,5,0,MLO,338.10
1980,02,16,7,0,MLO,338.60
1980,02,23,6,0,MLO,338.20
1980,03,01,6,0,MLO,339.30
1980,03,08,6,0,MLO,339.50
1980,03,15,6,0,MLO,340.00
1980,03,22,6,0,MLO,340.50
1980,03,29,7,0,MLO,341.00
1980,04,05,4,0,MLO,340.40
1980,04,12,4,0,MLO,340.90
1980,04,19,6,0,MLO,340.70
1980,04,26,6,0,MLO,341.00
1980,05,03,5,0,MLO,341.50
1980,05,10,6,0,MLO,341.30
1980,05,17,5,0,MLO,341.30
1980,05,24,5,0,MLO,340.90
1980,05,31,7,0,MLO,341.70
1980,06,07,3,0,MLO,341.30
1980,06,14,7,0,MLO,341.30
1980,06,21,6,0,MLO,340.80
1980,06,28,3,0,MLO,340.40
1980,07,05,6,0,MLO,340.40
1980,07,12,5,0,MLO,339.70
1980,07,19,3,0,MLO,338.50
1980,07,26,6,0,MLO,338.90
1980,08,02,6,0,MLO,337.90
1980,08,09,5,0,MLO,337.70
1980,08,16,4,0,MLO,337.70
1980,08,23,3,0,MLO,337.70
1980,08,30,3,0,MLO,337.00
1980,09,06,4,0,MLO,336.60
1980,09,13,4,0,MLO,335.70
1980,09,20,5,0,MLO,335.20
1980,09,27,4,0,MLO,336.00
1980,10,04,4,0,MLO,335.80
1980,10,11,7,0,MLO,335.80
1980,10,18,7,0,MLO,336.10
1980,10,25,5,0,MLO,336.40
1980,11,01,7,0,MLO,336.60
1980,11,08,7,0,MLO,336.90
1980,11,15,6,0,MLO,337.10
1980,11,22,7,0,MLO,337.30
1980,11,29,7,0,MLO,337.40
1980,12,06,4,0,MLO,337.70
1980,12,13,7,0,MLO,338.10
1980,12,20,7,0,MLO,338.30
1980,12,27,7,0,MLO,338.70
1981,01,03,7,0,MLO,338.90
1981,01,10,7,0,MLO,339.10
1981,01,17,7,0,MLO,339.30
1981,01,24,7,0,MLO,339.30
1981,01,31,6,0,MLO,339.50
1981,02,07,7,0,MLO,340.50
1981,02,14,4,0,MLO,340.00
1981,02,21,5,0,MLO,340.20
1981,02,28,6,0,MLO,341.10
1981,03,07,4,0,MLO,340.70
1981,03,14,6,0,MLO,341.00
1981,03,21,5,0,MLO,341.80
1981,03,28,6,0,MLO,342.10
1981,04,04,5,0,MLO,342.40
1981,04,11,6,0,MLO,342.40
1981,04,18,7,0,MLO,342.70
1981,04,25,7,0,MLO,342.30
1981,05,02,7,0,MLO,342.90
1981,05,09,7,0,MLO,343.00
1981,05,16,7,0,MLO,342.80
1981,05,23,7,0,MLO,342.70
1981,05,30,7,0,MLO,342.70
1981,06,06,7,0,MLO,342.60
1981,06,13,7,0,MLO,342.50
1981,06,20,7,0,MLO,341.80
1981,06,27,5,0,MLO,341.60
1981,07,04,5,0,MLO,341.00
1981,07,11,7,0,MLO,340.80
1981,07,18,4,0,MLO,339.70
1981,07,25,4,0,MLO,340.20
1981,08,01,5,0,MLO,339.50
1981,08,08,5,0,MLO,338.90
1981,08,15,6,0,MLO,338.40
1981,08,22,5,0,MLO,337.50
1981,08,29,4,0,MLO,337.70
1981,09,05,7,0,MLO,337.20
1981,09,12,3,0,MLO,337.00
1981,09,19,7,0,MLO,336.70
1981,09,26,5,0,MLO,335.90
1981,10,03,6,0,MLO,336.30
1981,10,10,4,0,MLO,336.60
1981,10,17,7,0,MLO,337.10
1981,10,24,5,0,MLO,337.20
1981,10,31,6,0,MLO,337.50
1981,11,07,6,0,MLO,337.80
1981,11,14,6,0,MLO,338.10
1981,11,21,4,0,MLO,338.50
1981,11,28,6,0,MLO,339.30
1981,12,05,5,0,MLO,339.20
1981,12,12,7,0,MLO,339.40
1981,12,19,6,0,MLO,339.60
1981,12,26,4,0,MLO,340.20
1982,01,02,5,0,MLO,340.20
1982,01,09,7,0,MLO,340.30
1982,01,16,5,0,MLO,340.70
1982,01,23,6,0,MLO,341.10
1982,01,30,7,0,MLO,341.20
1982,02,06,7,0,MLO,341.90
1982,02,13,6,0,MLO,341.10
1982,02,20,4,0,MLO,341.10
1982,02,27,5,0,MLO,342.10
1982,03,06,6,0,MLO,342.60
1982,03,13,4,0,MLO,342.60
1982,03,20,1,0,MLO,342.70
1982,03,27,4,0,MLO,342.80
1982,04,03,6,0,MLO,342.90
1982,04,10,6,0,MLO,343.30
1982,04,17,6,0,MLO,343.50
1982,04,24,5,0,MLO,344.20
1982,05,01,4,0,MLO,343.80
1982,05,08,1,0,MLO,343.60
1982,05,15,3,0,MLO,344.20
1982,05,22,6,0,MLO,344.10
1982,05,29,6,0,MLO,344.10
1982,06,05,6,0,MLO,343.40
1982,06,12,7,0,MLO,343.50
1982,06,19,3,0,MLO,343.40
1982,06,26,4,0,MLO,342.90
1982,07,03,7,0,MLO,342.50
1982,07,10,6,0,MLO,342.00
1982,07,17,5,0,MLO,342.00
1982,07,24,4,0,MLO,341.80
1982,07,31,6,0,MLO,341.30
1982,08,07,6,0,MLO,340.50
1982,08,14,6,0,MLO,340.00
1982,08,21,3,0,MLO,339.70
1982,08,28,5,0,MLO,338.30
1982,09,04,5,0,MLO,338.80
1982,09,11,6,0,MLO,338.60
1982,09,18,2,0,MLO,337.80
1982,09,25,6,0,MLO,336.90
1982,10,02,4,0,MLO,337.30
1982,10,09,5,0,MLO,338.00
1982,10,16,4,0,MLO,337.60
1982,10,23,4,0,MLO,337.90
1982,10,30,5,0,MLO,338.70
1982,11,06,5,0,MLO,338.40
1982,11,13,6,0,MLO,339.20
1982,11,20,6,0,MLO,339.70
1982,11,27,4,0,MLO,339.80
1982,12,04,6,0,MLO,339.80
1982,12,11,5,0,MLO,340.40
1982,12,18,7,0,MLO,340.70
1982,12,25,5,0,MLO,340.80
1983,01,01,5,0,MLO,340.90
1983,01,08,5,0,MLO,341.40
1983,01,15,6,0,MLO,341.50
1983,01,22,7,0,MLO,341.20
1983,01,29,7,0,MLO,341.70
1983,02,05,6,0,MLO,342.00
1983,02,12,7,0,MLO,342.70
1983,02,19,6,0,MLO,342.50
1983,02,26,6,0,MLO,342.80
1983,03,05,7,0,MLO,342.30
1983,03,12,7,0,MLO,342.50
1983,03,19,5,0,MLO,344.00
1983,03,26,5,0,MLO,343.80
1983,04,02,7,0,MLO,344.00
1983,04,09,6,0,MLO,344.80
1983,04,16,7,0,MLO,345.00
1983,04,23,7,0,MLO,345.30
1983,04,30,7,0,MLO,345.40
1983,05,07,5,0,MLO,345.40
1983,05,14,6,0,MLO,345.70
1983,05,21,6,0,MLO,345.80
1983,05,28,7,0,MLO,345.70
1983,06,04,5,0,MLO,345.60
1983,06,11,5,0,MLO,345.60
1983,06,18,7,0,MLO,345.00
1983,06,25,6,0,MLO,344.90
1983,07,02,6,0,MLO,344.70
1983,07,09,4,0,MLO,344.50
1983,07,16,3,0,MLO,343.70
1983,07,23,6,0,MLO,343.60
1983,07,30,4,0,MLO,342.60
1983,08,06,5,0,MLO,343.00
1983,08,13,2,0,MLO,341.70
1983,08,20,3,0,MLO,342.10
1983,08,27,6,0,MLO,341.80
1983,09,03,3,0,MLO,339.90
1983,09,10,5,0,MLO,339.90
1983,09,17,5,0,MLO,339.80
1983,09,24,4,0,MLO,339.90
1983,10,01,6,0,MLO,339.80
1983,10,08,7,0,MLO,339.70
1983,10,15,6,0,MLO,340.10
1983,10,22,6,0,MLO,340.20
1983,10,29,7,0,MLO,340.30
1983,11,05,7,0,MLO,340.80
1983,11,12,7,0,MLO,341.00
1983,11,19,6,0,MLO,341.10
1983,11,26,7,0,MLO,341.70
1983,12,03,6,0,MLO,341.80
1983,12,10,2,0,MLO,342.80
1983,12,17,7,0,MLO,343.30
1983,12,24,7,0,MLO,343.60
1983,12,31,7,0,MLO,343.40
1984,01,07,7,0,MLO,343.70
1984,01,14,5,0,MLO,343.40
1984,01,21,5,0,MLO,343.50
1984,01,28,5,0,MLO,344.10
1984,02,04,5,0,MLO,344.30
1984,02,11,7,0,MLO,344.50
1984,02,18,5,0,MLO,344.30
1984,02,25,6,0,MLO,344.60
1984,03,03,7,0,MLO,344.80
1984,03,10,6,0,MLO,344.90
1984,03,17,6,0,MLO,345.40
1984,03,24,5,0,MLO,345.60
1984,04,28,2,0,MLO,347.40
1984,05,05,6,0,MLO,347.40
1984,05,12,3,0,MLO,347.70
1984,05,19,5,0,MLO,347.30
1984,05,26,5,0,MLO,347.00
1984,06,02,5,0,MLO,347.00
1984,06,09,6,0,MLO,347.00
1984,06,16,3,0,MLO,346.80
1984,06,23,5,0,MLO,346.30
1984,06,30,6,0,MLO,346.20
1984,07,07,4,0,MLO,345.80
1984,07,14,5,0,MLO,345.40
1984,07,21,3,0,MLO,345.20
1984,07,28,6,0,MLO,344.40
1984,08,04,2,0,MLO,344.00
1984,08,11,2,0,MLO,344.10
1984,08,18,5,0,MLO,343.10
1984,08,25,3,0,MLO,342.00
1984,09,01,3,0,MLO,341.60
1984,09,08,6,0,MLO,340.60
1984,09,15,6,0,MLO,341.30
1984,09,22,6,0,MLO,341.30
1984,09,29,3,0,MLO,340.80
1984,10,06,5,0,MLO,341.10
1984,10,13,4,0,MLO,341.30
1984,10,20,1,0,MLO,341.90
1984,10,27,5,0,MLO,341.60
1984,11,03,5,0,MLO,342.00
1984,11,10,6,0,MLO,342.60
1984,11,17,6,0,MLO,343.10
1984,11,24,6,0,MLO,343.70
1984,12,01,4,0,MLO,343.60
1984,12,08,6,0,MLO,343.90
1984,12,15,4,0,MLO,344.20
1984,12,22,5,0,MLO,344.50
1984,12,29,3,0,MLO,344.50
1985,01,05,7,0,MLO,344.70
1985,01,12,6,0,MLO,345.00
1985,01,19,7,0,MLO,345.00
1985,01,26,5,0,MLO,345.00
1985,02,02,5,0,MLO,345.90
1985,02,09,4,0,MLO,345.50
1985,02,16,5,0,MLO,345.80
1985,02,23,5,0,MLO,346.30
1985,03,02,6,0,MLO,346.70
1985,03,09,6,0,MLO,347.10
1985,03,16,7,0,MLO,347.50
1985,03,23,4,0,MLO,347.70
1985,03,30,5,0,MLO,348.20
1985,04,06,7,0,MLO,348.00
1985,04,13,4,0,MLO,348.00
1985,04,20,5,0,MLO,348.50
1985,04,27,4,0,MLO,348.80
1985,05,04,5,0,MLO,348.80
1985,05,11,5,0,MLO,349.30
1985,05,18,7,0,MLO,349.10
1985,05,25,6,0,MLO,348.10
1985,06,01,4,0,MLO,349.00
1985,06,08,7,0,MLO,348.40
1985,06,15,3,0,MLO,348.20
1985,06,22,5,0,MLO,347.90
1985,06,29,6,0,MLO,347.40
1985,07,06,6,0,MLO,346.90
1985,07,13,5,0,MLO,346.80
1985,07,20,3,0,MLO,346.40
1985,07,27,6,0,MLO,345.70
1985,08,10,6,0,MLO,344.70
1985,08,17,3,0,MLO,344.50
1985,08,24,5,0,MLO,344.30
1985,08,31,5,0,MLO,343.70
1985,09,07,5,0,MLO,344.20
1985,09,14,6,0,MLO,343.30
1985,09,21,5,0,MLO,342.40
1985,09,28,5,0,MLO,342.10
1985,10,05,4,0,MLO,342.40
1985,10,12,4,0,MLO,342.50
1985,10,19,7,0,MLO,343.10
1985,10,26,6,0,MLO,343.20
1985,11,02,5,0,MLO,343.30
1985,11,09,5,0,MLO,343.70
1985,11,16,7,0,MLO,344.20
1985,11,23,6,0,MLO,344.60
1985,11,30,6,0,MLO,345.30
1985,12,07,5,0,MLO,345.30
1985,12,14,6,0,MLO,345.60
1985,12,21,6,0,MLO,345.10
1985,12,28,7,0,MLO,346.30
1986,01,04,4,0,MLO,346.40
1986,01,11,7,0,MLO,346.00
1986,01,18,4,0,MLO,346.20
1986,01,25,7,0,MLO,346.40
1986,02,01,6,0,MLO,346.20
1986,02,08,6,0,MLO,346.80
1986,02,15,7,0,MLO,347.10
1986,02,22,7,0,MLO,347.20
1986,03,01,7,0,MLO,347.00
1986,03,08,3,0,MLO,346.60
1986,03,15,6,0,MLO,347.20
1986,03,22,6,0,MLO,349.10
1986,03,29,6,0,MLO,348.80
1986,04,05,7,0,MLO,349.20
1986,04,12,4,0,MLO,349.40
1986,04,19,6,0,MLO,349.30
1986,04,26,6,0,MLO,350.20
1986,05,03,4,0,MLO,349.90
1986,05,10,5,0,MLO,350.10
1986,05,17,5,0,MLO,350.20
1986,05,24,6,0,MLO,350.10
1986,05,31,6,0,MLO,350.10
1986,06,07,4,0,MLO,349.70
1986,06,14,6,0,MLO,349.50
1986,06,21,7,0,MLO,349.40
1986,06,28,7,0,MLO,348.90
1986,07,05,7,0,MLO,348.60
1986,07,12,5,0,MLO,347.70
1986,07,19,6,0,MLO,347.60
1986,07,26,6,0,MLO,347.40
1986,08,02,3,0,MLO,346.60
1986,08,09,5,0,MLO,346.20
1986,08,16,7,0,MLO,345.50
1986,08,23,5,0,MLO,345.60
1986,08,30,4,0,MLO,345.20
1986,09,06,4,0,MLO,345.00
1986,09,13,7,0,MLO,345.30
1986,09,20,5,0,MLO,344.40
1986,09,27,6,0,MLO,344.50
1986,10,04,7,0,MLO,343.90
1986,10,11,7,0,MLO,344.10
1986,10,18,3,0,MLO,343.90
1986,10,25,7,0,MLO,344.50
1986,11,01,6,0,MLO,345.10
1986,11,08,5,0,MLO,345.30
1986,11,15,7,0,MLO,345.60
1986,11,22,6,0,MLO,345.70
1986,11,29,7,0,MLO,346.40
1986,12,06,7,0,MLO,346.90
1986,12,13,7,0,MLO,346.70
1986,12,20,7,0,MLO,346.90
1986,12,27,6,0,MLO,347.00
1987,01,03,6,0,MLO,347.60
1987,01,10,6,0,MLO,348.30
1987,01,17,7,0,MLO,348.20
1987,01,24,5,0,MLO,347.90
1987,01,31,6,0,MLO,348.00
1987,02,07,7,0,MLO,347.90
1987,02,14,6,0,MLO,348.20
1987,02,21,7,0,MLO,348.50
1987,02,28,7,0,MLO,349.40
1987,03,07,7,0,MLO,348.80
1987,03,14,7,0,MLO,349.20
1987,03,21,7,0,MLO,349.70
1987,03,28,7,0,MLO,350.20
1987,04,04,6,0,MLO,350.80
1987,04,11,5,0,MLO,350.20
1987,04,18,7,0,MLO,351.10
1987,04,25,7,0,MLO,351.30
1987,05,02,6,0,MLO,351.40
1987,05,09,7,0,MLO,352.00
1987,05,16,7,0,MLO,351.70
1987,05,23,7,0,MLO,351.90
1987,05,30,7,0,MLO,351.70
1987,06,06,6,0,MLO,351.60
1987,06,13,7,0,MLO,351.10
1987,06,20,6,0,MLO,351.00
1987,06,27,5,0,MLO,350.90
1987,07,04,7,0,MLO,349.70
